id,card_id,price,quantity,color,date
1771786216780,17717853036098,50,0,bg-black/70,2026-02-22
1771798201176,17717941210190,100,1,bg-blue-500/80,2026-02-22
1771912380226,17717847757761,0,0,bg-black/70,2026-02-24
1772694167331,17721167900570,600,2,bg-red-500/80,2026-03-05
1772787582121,17720841704601,80,1,bg-black/70,2026-03-06
1772787608267,17717998204451,80,1,bg-black/70,2026-03-06
1772787621206,17717998204450,100,1,bg-blue-500/80,2026-03-06
1772787636313,17717998204457,80,0,bg-black/70,2026-03-06
1772787647964,17720934226397,80,1,bg-black/70,2026-03-06
1772787656710,17720934226394,80,1,bg-black/70,2026-03-06
1772787673217,177211035290013,180,1,bg-black/70,2026-03-06
1772787679007,177211035290012,180,1,bg-black/70,2026-03-06
1772787687506,17721167900578,250,0,bg-blue-500/80,2026-03-06
1772787703959,17718195532963,300,0,bg-blue-500/80,2026-03-06
1772787749433,17718224696484,300,1,bg-black/70,2026-03-06
1772787788412,17719121201942,230,1,bg-black/70,2026-03-06
1772787818363,177207511817211,350,1,bg-black/70,2026-03-06
1772787839596,177246245230227,350,1,bg-black/70,2026-03-06
1772787864568,177245959679930,380,1,bg-blue-500/80,2026-03-06
1772787885729,177245959679919,350,2,bg-black/70,2026-03-06
1772787894756,177245959679928,350,1,bg-black/70,2026-03-06
1772787907710,177245959679913,350,1,bg-black/70,2026-03-06
1772787923001,177245959679912,350,1,bg-black/70,2026-03-06
1772787930903,17725053038224,80,1,bg-black/70,2026-03-06
1772787941322,17724629454097,350,0,bg-black/70,2026-03-06
1772787955016,177245713228127,350,1,bg-black/70,2026-03-06
1772968401799,17720829355961,30,1,bg-black/70,2026-03-08
1772968413792,17720829660030,30,1,bg-black/70,2026-03-08
1772968431183,17720829660033,30,1,bg-black/70,2026-03-08
1772968437965,17720829660034,30,1,bg-black/70,2026-03-08
1772968543123,17717857801611,60,1,bg-black/70,2026-03-08
1772968553201,17717857801612,60,0,bg-black/70,2026-03-08
1772968558828,17717857801614,60,3,bg-black/70,2026-03-08
1772968601099,17717853036090,60,1,bg-black/70,2026-03-08
1772968691254,17717994598433,60,0,bg-black/70,2026-03-08
1772968818972,17720854287052,60,3,bg-black/70,2026-03-08
1772968836593,17720854287054,60,2,bg-black/70,2026-03-08
1772968855169,17720854869934,60,2,bg-black/70,2026-03-08
1772968894132,17720854869932,60,1,bg-black/70,2026-03-08
1772968939326,17720855967991,60,1,bg-black/70,2026-03-08
1772968973282,17720854287050,60,1,bg-black/70,2026-03-08
1772969021633,17720858668853,50,1,bg-black/70,2026-03-08
1772969035245,17720858668854,50,2,bg-black/70,2026-03-08
1772969073147,17720858668852,50,1,bg-black/70,2026-03-08
1772969183141,177178758599610,80,1,bg-blue-500/80,2026-03-08
1772969211767,17717910867491,50,2,bg-black/70,2026-03-08
1772969513880,17720954290371,30,2,bg-black/70,2026-03-08
1772969526974,17720954290372,30,2,bg-black/70,2026-03-08
1772969563508,17720954488612,50,2,bg-black/70,2026-03-08
1772969707113,17720954872482,30,2,bg-black/70,2026-03-08
1772969890181,17720957805502,30,1,bg-black/70,2026-03-08
1772969939858,17720957805503,30,3,bg-black/70,2026-03-08
1772969968142,17720957805504,50,1,bg-black/70,2026-03-08
1772969978443,17720957805506,10,1,bg-black/70,2026-03-08
1772973077247,17720954872480,50,1,bg-black/70,2026-03-08
1772973087285,17720954290370,80,1,bg-blue-500/80,2026-03-08
1772973112804,17720954872483,30,1,bg-black/70,2026-03-08
1772973136627,17720957805501,10,1,bg-black/70,2026-03-08
1772973169684,17720957805507,10,1,bg-black/70,2026-03-08
1772973239743,17717925130010,10,1,bg-black/70,2026-03-08
1772973265358,17720959456350,60,1,bg-blue-500/80,2026-03-08
1772973286287,17720959456352,30,1,bg-black/70,2026-03-08
1772973353336,17720959963533,30,1,bg-black/70,2026-03-08
1772973424555,17720962137592,30,2,bg-black/70,2026-03-08
1772973459395,17720962137591,10,1,bg-black/70,2026-03-08
1772973506037,17720962137594,30,3,bg-black/70,2026-03-08
1772973624692,17718186878541,80,1,bg-blue-500/80,2026-03-08
1772973699238,17721126389833,10,1,bg-black/70,2026-03-08
1772973716040,17721126389838,50,1,bg-black/70,2026-03-08
1772973746545,17721126994988,30,1,bg-black/70,2026-03-08
1772973772709,17721126994983,10,2,bg-black/70,2026-03-08
1772973787411,17721126994987,10,1,bg-black/70,2026-03-08
1772973851735,17717896219480,50,0,bg-black/70,2026-03-08
1772973873032,17717897006980,30,1,bg-black/70,2026-03-08
1772973906495,17719861142742,15,1,bg-black/70,2026-03-08
1772973953686,17719861142743,10,1,bg-black/70,2026-03-08
1772973959540,17719861142744,10,1,bg-black/70,2026-03-08
1772973964630,17719861142745,10,1,bg-black/70,2026-03-08
1772973992653,17719864607720,10,1,bg-black/70,2026-03-08
1772973998813,17719864607723,10,1,bg-black/70,2026-03-08
1772974008386,17719865465340,10,1,bg-black/70,2026-03-08
1772974013348,17719865465341,10,1,bg-black/70,2026-03-08
1772974085075,17717907354721,30,1,bg-black/70,2026-03-08
1772974108903,17717907354722,30,2,bg-black/70,2026-03-08
1772974137050,17717907354723,30,1,bg-black/70,2026-03-08
1772974317880,17717907200003,30,3,bg-black/70,2026-03-08
1772974356658,17717907970492,30,2,bg-black/70,2026-03-08
1772974382433,17717907970493,30,2,bg-black/70,2026-03-08
1772974417295,17719376639960,30,1,bg-black/70,2026-03-08
1772974452223,17719376639961,30,1,bg-black/70,2026-03-08
1772974470768,17719374468583,30,1,bg-black/70,2026-03-08
1772974487727,17719380982710,30,1,bg-black/70,2026-03-08
1772974522488,17719381367412,30,1,bg-black/70,2026-03-08
1772975489647,17728094217170,30,2,bg-black/70,2026-03-08
1772975499399,17728094217171,30,1,bg-black/70,2026-03-08
1772975509181,17728105363836,50,1,bg-black/70,2026-03-08
1772975535085,17728094217173,30,1,bg-black/70,2026-03-08
1772975582141,17728690543723,40,1,bg-black/70,2026-03-08
1772975731617,17717924695343,30,1,bg-black/70,2026-03-08
1772975758661,17717923927002,30,1,bg-black/70,2026-03-08
1772975787613,17717922611352,30,1,bg-black/70,2026-03-08
1772975943251,17724740564813,80,1,bg-black/70,2026-03-08
1772975965769,17724571322811,30,3,bg-black/70,2026-03-08
1772976040152,17725047117404,100,0,bg-blue-500/80,2026-03-08
1772976051769,17725049158191,100,0,bg-blue-500/80,2026-03-08
1772976065308,17725049158193,80,1,bg-blue-500/80,2026-03-08
1772976086838,17725053038226,50,1,bg-black/70,2026-03-08
1772976099255,17725145418120,50,1,bg-black/70,2026-03-08
1772976168941,17725053038221,50,1,bg-black/70,2026-03-08
1772976186986,177250530382210,50,1,bg-black/70,2026-03-08
1772976214895,17725166121741,10,1,bg-black/70,2026-03-08
1772976301702,17724595967991,30,3,bg-black/70,2026-03-08
1772976504882,17724629454099,350,1,bg-black/70,2026-03-08
1772976548984,17724629454093,30,1,bg-black/70,2026-03-08
1772976574878,17725092331875,30,1,bg-black/70,2026-03-08
1772976583707,17724624523023,30,1,bg-black/70,2026-03-08
1772976591060,17724624523022,60,1,bg-black/70,2026-03-08
1772976601268,177246245230218,400,1,bg-blue-500/80,2026-03-08
1772976639989,17725102810695,30,1,bg-black/70,2026-03-08
1772976664286,177251028106912,20,1,bg-black/70,2026-03-08
1772976712969,17721878001580,150,1,bg-red-500/80,2026-03-08
1772976728740,17721878001581,150,1,bg-red-500/80,2026-03-08
1772977120092,17721879394974,100,1,bg-blue-500/80,2026-03-08
1772977151165,17721885301893,120,1,bg-blue-500/80,2026-03-08
1772977196514,17721887865412,80,1,bg-blue-500/80,2026-03-08
1772977232398,17721887865415,100,1,bg-blue-500/80,2026-03-08
1772977246175,17721887865416,80,1,bg-blue-500/80,2026-03-08
1772977272022,17721889307075,80,1,bg-black/70,2026-03-08
1772977294837,17721889307070,80,1,bg-black/70,2026-03-08
1772977309508,17721889307071,80,1,bg-black/70,2026-03-08
1772977330332,17721890151652,80,1,bg-black/70,2026-03-08
1772977349551,17721890151653,80,1,bg-black/70,2026-03-08
1772977358603,17721890151654,80,1,bg-black/70,2026-03-08
1772977384654,177218901516511,80,1,bg-black/70,2026-03-08
1772977464074,17721912634830,100,1,bg-blue-500/80,2026-03-08
1772977723783,17721885301891,120,1,bg-blue-500/80,2026-03-08
1772977741432,177218901516510,80,1,bg-black/70,2026-03-08
1772977766036,17721894260851,50,1,bg-blue-500/80,2026-03-08
1772978211426,17720934226390,80,1,bg-black/70,2026-03-08
1772978256356,17720934226393,80,1,bg-black/70,2026-03-08
1772978287558,17721008189401,150,1,bg-black/70,2026-03-08
1772978299710,17721103529007,320,1,bg-red-500/80,2026-03-08
1772978466457,177211679005729,320,1,bg-blue-500/80,2026-03-08
1772979098571,17719875083282,150,1,bg-black/70,2026-03-08
1772979249919,17719181029222,200,1,bg-black/70,2026-03-08
1772979347079,17719330722692,300,1,bg-black/70,2026-03-08
1772979415894,17719330722690,350,1,bg-blue-500/80,2026-03-08
1772979488334,17719181029220,250,1,bg-black/70,2026-03-08
1772979500130,17719179969370,230,1,bg-black/70,2026-03-08
1772979568733,17718083711030,350,0,bg-blue-500/80,2026-03-08
1772980354564,17718085617774,350,1,bg-blue-500/80,2026-03-08
1772980503643,17718085617777,400,1,bg-purple-500/80,2026-03-08
1772980564205,17718085617776,500,1,bg-purple-500/80,2026-03-08
1772980785681,17718085617771,300,0,bg-blue-500/80,2026-03-08
1772980834973,17718085617775,350,1,bg-blue-500/80,2026-03-08
1772980921946,177180856177716,300,1,bg-blue-500/80,2026-03-08
1772981151181,17720384766745,100,1,bg-blue-500/80,2026-03-08
1772981161420,17720384766744,50,1,bg-black/70,2026-03-08
1772981216661,17720395586352,50,1,bg-black/70,2026-03-08
1772981221849,17720395586353,50,1,bg-black/70,2026-03-08
1772981240298,17720147197643,70,2,bg-black/70,2026-03-08
1772981246616,17720147197644,70,2,bg-black/70,2026-03-08
1772981255302,17720147197645,30,2,bg-black/70,2026-03-08
1772981437212,17720424848596,120,1,bg-black/70,2026-03-08
1772981444692,17720424848597,120,1,bg-black/70,2026-03-08
1772981452252,17720424848598,50,1,bg-black/70,2026-03-08
1772981490126,17720115451002,150,1,bg-blue-500/80,2026-03-08
1772981544144,17720426678900,100,1,bg-black/70,2026-03-08
1772981563677,17720111642084,250,1,bg-blue-500/80,2026-03-08
1772981572305,17720111642085,250,1,bg-blue-500/80,2026-03-08
1772981713429,17720429210995,100,1,bg-blue-500/80,2026-03-08
1772981745227,17720765467461,280,1,bg-black/70,2026-03-08
1772981757319,17720430703315,50,1,bg-black/70,2026-03-08
1772981852684,17720430703310,80,1,bg-blue-500/80,2026-03-08
1772981909059,17720353623261,50,1,bg-black/70,2026-03-08
1772981944528,17720352216777,80,2,bg-blue-500/80,2026-03-08
1772982098761,17720348099440,100,1,bg-black/70,2026-03-08
1772982735298,17718190512641,1200,1,bg-purple-500/80,2026-03-08
1772982755672,17718192575451,750,1,bg-purple-500/80,2026-03-08
1772982766181,17718192575450,750,1,bg-purple-500/80,2026-03-08
1772982858969,177181937716510,350,1,bg-blue-500/80,2026-03-08
1772982868567,17718195532967,350,1,bg-blue-500/80,2026-03-08
1772982878995,17718195532966,300,1,bg-blue-500/80,2026-03-08
1772991082448,17718206034122,500,1,bg-purple-500/80,2026-03-08
1772991122010,17720681672700,350,1,bg-red-500/80,2026-03-08
1772991134672,17720682195790,350,1,bg-red-500/80,2026-03-08
1772991226375,17721894762764,900,1,bg-red-500/80,2026-03-08
1772994755367,17721879394960,0,0,bg-red-500/80,2026-03-08
1773055675228,17720375027900,350,1,bg-blue-500/80,2026-03-09
1773055713058,17720429210990,80,1,bg-red-500/80,2026-03-09
1773055728825,17720429210993,80,1,bg-blue-500/80,2026-03-09
1773055746481,17720429210996,100,2,bg-blue-500/80,2026-03-09
1773604460795,17725049158191,100,0,bg-black/70,2026-03-15
1773939399282,258350,50,1,bg-black/70,2026-03-19
1773939416491,258351,40,1,bg-black/70,2026-03-19
1773939425409,258354,40,1,bg-black/70,2026-03-19
1773939432941,258355,50,1,bg-black/70,2026-03-19
1773939438040,258356,60,1,bg-black/70,2026-03-19
1773939442440,258357,50,1,bg-black/70,2026-03-19
1773939447206,258358,40,1,bg-black/70,2026-03-19
1774094968367,17719113857630,300,1,bg-blue-500/80,2026-03-21
1774116730602,17720147197646,50,1,bg-black/70,2026-03-21
1774116738122,17720147197647,50,1,bg-black/70,2026-03-21
1774116745556,17720147197648,20,1,bg-black/70,2026-03-21
1774118806820,497094,50,1,bg-black/70,2026-03-21
1774118813013,448250,50,1,bg-black/70,2026-03-21
1774118822327,509887,50,1,bg-black/70,2026-03-21
1774118826383,506852,50,1,bg-black/70,2026-03-21
1774118833145,274101,50,1,bg-black/70,2026-03-21
1774118837376,273830,50,1,bg-black/70,2026-03-21
1774118840250,268945,50,1,bg-black/70,2026-03-21
1774118843371,228312,50,1,bg-black/70,2026-03-21
1774118846662,272834,50,1,bg-black/70,2026-03-21
1774118850335,237642,50,1,bg-black/70,2026-03-21
1774118861685,250249,50,1,bg-black/70,2026-03-21
1774118864284,289860,50,1,bg-black/70,2026-03-21
1774118871679,293015,50,1,bg-black/70,2026-03-21
1774118874563,323429,50,1,bg-black/70,2026-03-21
1774118877915,363721,50,1,bg-black/70,2026-03-21
1774118880826,353973,50,1,bg-black/70,2026-03-21
1774118888598,510859,50,1,bg-black/70,2026-03-21
1774119766993,497105,50,1,bg-black/70,2026-03-21
1774119778595,448257,50,1,bg-black/70,2026-03-21
1774119782466,286895,50,1,bg-black/70,2026-03-21
1774119786316,506862,60,1,bg-blue-500/80,2026-03-21
1774119790737,439434,50,1,bg-black/70,2026-03-21
1774119795251,274106,50,1,bg-black/70,2026-03-21
1774119799109,268959,50,1,bg-black/70,2026-03-21
1774119802440,241400,50,1,bg-black/70,2026-03-21
1774119806188,260701,50,1,bg-black/70,2026-03-21
1774119809725,290007,60,1,bg-black/70,2026-03-21
1774119822322,326236,60,1,bg-black/70,2026-03-21
1774119828638,353979,50,1,bg-black/70,2026-03-21
1774119833000,429030,60,1,bg-black/70,2026-03-21
1774119841971,429053,65,1,bg-black/70,2026-03-21
1774119853473,510885,60,1,bg-black/70,2026-03-21
1774119860715,511359,60,1,bg-black/70,2026-03-21
1774119871874,511479,60,1,bg-black/70,2026-03-21
1774120052028,497095,40,1,bg-black/70,2026-03-21
1774120059951,448251,40,1,bg-black/70,2026-03-21
1774120063147,286887,40,1,bg-black/70,2026-03-21
1774120065850,509891,40,1,bg-black/70,2026-03-21
1774120069104,506853,40,1,bg-black/70,2026-03-21
1774120072676,273831,40,1,bg-black/70,2026-03-21
1774120075304,268947,40,1,bg-black/70,2026-03-21
1774120077771,241393,40,1,bg-black/70,2026-03-21
1774120081235,260696,40,1,bg-black/70,2026-03-21
1774120085001,290451,4,1,bg-black/70,2026-03-21
1774120093422,277689,45,1,bg-black/70,2026-03-21
1774120100987,323430,40,1,bg-black/70,2026-03-21
1774120104032,326230,40,1,bg-black/70,2026-03-21
1774120106992,363724,40,1,bg-black/70,2026-03-21
1774120111776,353974,40,1,bg-black/70,2026-03-21
1774120114607,429025,40,1,bg-black/70,2026-03-21
1774120120608,510865,40,1,bg-black/70,2026-03-21
1774120129018,511347,40,1,bg-black/70,2026-03-21
1774120131975,511471,40,1,bg-black/70,2026-03-21
1774151339760,497100,20,1,bg-black/70,2026-03-22
1774151344697,448254,20,1,bg-black/70,2026-03-22
1774151351998,286890,30,1,bg-black/70,2026-03-22
1774151357337,509897,20,1,bg-black/70,2026-03-22
1774151364808,506857,30,1,bg-black/70,2026-03-22
1774151381758,274104,30,1,bg-black/70,2026-03-22
1774151385714,268952,30,1,bg-black/70,2026-03-22
1774151391356,273881,30,1,bg-black/70,2026-03-22
1774151396685,241395,30,1,bg-black/70,2026-03-22
1774151401493,260698,30,1,bg-black/70,2026-03-22
1774151405030,290003,30,1,bg-black/70,2026-03-22
1774151412282,277693,40,1,bg-black/70,2026-03-22
1774151416292,323432,30,1,bg-black/70,2026-03-22
1774151420667,326233,30,1,bg-black/70,2026-03-22
1774151424708,358545,30,1,bg-black/70,2026-03-22
1774151428148,363726,30,1,bg-black/70,2026-03-22
1774151432659,353977,30,1,bg-black/70,2026-03-22
1774151437646,429027,30,1,bg-black/70,2026-03-22
1774151442476,429050,40,2,bg-black/70,2026-03-22
1774151450748,428596,30,1,bg-black/70,2026-03-22
1774151456035,510874,40,1,bg-black/70,2026-03-22
1774151461720,511353,30,1,bg-black/70,2026-03-22
1774151469302,511426,40,1,bg-black/70,2026-03-22
1774151482855,511474,30,1,bg-black/70,2026-03-22
1774151861235,273835,30,1,bg-black/70,2026-03-22
1774152091657,439436,30,1,bg-black/70,2026-03-22
1774152118320,497109,30,1,bg-black/70,2026-03-22
1774152122133,448261,30,1,bg-black/70,2026-03-22
1774152125689,509907,30,1,bg-black/70,2026-03-22
1774152131925,273847,30,1,bg-black/70,2026-03-22
1774152135134,268964,30,1,bg-black/70,2026-03-22
1774152139569,273891,30,1,bg-black/70,2026-03-22
1774152142916,241409,30,1,bg-black/70,2026-03-22
1774152147601,260703,30,1,bg-black/70,2026-03-22
1774152151636,290009,30,1,bg-black/70,2026-03-22
1774152154707,270456,30,1,bg-black/70,2026-03-22
1774152158479,289982,30,1,bg-black/70,2026-03-22
1774152165800,262802,30,1,bg-black/70,2026-03-22
1774152172773,283150,30,1,bg-black/70,2026-03-22
1774152176721,293025,30,1,bg-black/70,2026-03-22
1774152181417,363732,30,1,bg-black/70,2026-03-22
1774152194198,353983,30,1,bg-black/70,2026-03-22
1774152201701,429055,40,1,bg-black/70,2026-03-22
1774152207454,428600,40,1,bg-black/70,2026-03-22
1774152212388,510892,40,1,bg-black/70,2026-03-22
1774152219856,511368,30,1,bg-black/70,2026-03-22
1774152224251,511439,40,1,bg-black/70,2026-03-22
1774152231259,511483,30,1,bg-black/70,2026-03-22
1774153702435,515560,40,1,bg-black/70,2026-03-22
1774153708675,416786,50,1,bg-black/70,2026-03-22
1774153714916,416788,30,1,bg-black/70,2026-03-22
1774153731749,515561,50,1,bg-black/70,2026-03-22
1774154318370,497107,40,1,bg-black/70,2026-03-22
1774154325395,448259,40,1,bg-black/70,2026-03-22
1774154331552,286897,50,1,bg-black/70,2026-03-22
1774154335796,434814,40,1,bg-black/70,2026-03-22
1774154339600,274122,40,1,bg-black/70,2026-03-22
1774154345487,274107,50,1,bg-black/70,2026-03-22
1774154351794,273543,40,1,bg-black/70,2026-03-22
1774154355667,266897,40,1,bg-black/70,2026-03-22
1774154360129,273844,50,0,bg-black/70,2026-03-22
1774154364087,268961,50,1,bg-black/70,2026-03-22
1774154368155,273890,50,1,bg-black/70,2026-03-22
1774154371538,241405,40,2,bg-black/70,2026-03-22
1774154382098,224954,50,1,bg-black/70,2026-03-22
1774154400007,353981,50,1,bg-black/70,2026-03-22
1774154410546,510888,50,1,bg-black/70,2026-03-22
1774154419424,511364,50,1,bg-black/70,2026-03-22
1774154436049,511480,50,1,bg-black/70,2026-03-22
1774167907641,576663,40,1,bg-black/70,2026-03-22
1774167914864,555910,40,1,bg-black/70,2026-03-22
1774167988914,576678,40,1,bg-black/70,2026-03-22
1774168016337,576673,30,1,bg-black/70,2026-03-22
1774778312640,514639,50,1,bg-black/70,2026-03-29
1774778320530,514640,40,1,bg-black/70,2026-03-29
1774778326683,514641,80,1,bg-red-500/80,2026-03-29
1774778331206,514642,40,1,bg-black/70,2026-03-29
1774778335697,514643,50,1,bg-black/70,2026-03-29
1774778341778,514644,60,1,bg-blue-500/80,2026-03-29
1774778346507,514646,50,1,bg-black/70,2026-03-29
1774778352632,514648,40,1,bg-black/70,2026-03-29
1774778357746,514650,80,1,bg-red-500/80,2026-03-29
1774778366433,514622,50,1,bg-black/70,2026-03-29
1774778382357,514624,40,1,bg-black/70,2026-03-29
1774778386400,514625,80,1,bg-blue-500/80,2026-03-29
1774778390648,514629,40,1,bg-black/70,2026-03-29
1774778395076,514630,50,1,bg-black/70,2026-03-29
1774778399704,514631,60,1,bg-blue-500/80,2026-03-29
1774778403511,514633,50,1,bg-black/70,2026-03-29
1774778407477,514635,40,1,bg-black/70,2026-03-29
1774778412026,514637,80,1,bg-blue-500/80,2026-03-29
1774778421146,510910,55,1,bg-black/70,2026-03-29
1774778425230,510946,45,1,bg-black/70,2026-03-29
1774778432846,510950,40,1,bg-black/70,2026-03-29
1774778437873,510952,55,1,bg-black/70,2026-03-29
1774778453263,510955,65,1,bg-black/70,2026-03-29
1774778458835,510957,55,1,bg-black/70,2026-03-29
1774778464069,510971,45,1,bg-black/70,2026-03-29
1774778473169,514565,50,1,bg-black/70,2026-03-29
1774778477052,514570,40,1,bg-black/70,2026-03-29
1774778483292,514591,40,1,bg-black/70,2026-03-29
1774778487797,514593,50,1,bg-black/70,2026-03-29
1774778492287,514596,60,1,bg-black/70,2026-03-29
1774778496476,514597,50,1,bg-black/70,2026-03-29
1774778502885,514599,40,1,bg-black/70,2026-03-29
1774778508892,514454,55,0,bg-black/70,2026-03-29
1774778513527,514464,45,0,bg-black/70,2026-03-29
1774778583227,450231,50,1,bg-black/70,2026-03-29
1774778588041,511270,40,1,bg-black/70,2026-03-29
1774778592613,511281,40,1,bg-black/70,2026-03-29
1774778598133,511287,50,1,bg-black/70,2026-03-29
1774778602873,511292,50,0,bg-black/70,2026-03-29
1774778607612,511306,50,0,bg-black/70,2026-03-29
1774778614739,511310,40,1,bg-black/70,2026-03-29
1774780154689,17720352216772,150,1,bg-red-500/80,2026-03-29
1774780173268,17720352216773,100,1,bg-blue-500/80,2026-03-29
1774780193104,17720352216774,100,1,bg-blue-500/80,2026-03-29
1774780324290,17721126389839,50,1,bg-blue-500/80,2026-03-29
1774780507739,17723099885571,50,2,bg-black/70,2026-03-29
1774794266398,489634,50,1,bg-black/70,2026-03-29
1774794709493,488270,50,1,bg-black/70,2026-03-29
1774794740524,489645,50,2,bg-black/70,2026-03-29
1774794789714,457736,30,1,bg-black/70,2026-03-29
1774794938287,431405,80,1,bg-black/70,2026-03-29
1774795002792,434290,80,1,bg-black/70,2026-03-29
1774795047406,289250,40,1,bg-black/70,2026-03-29
1774795072020,289264,30,1,bg-black/70,2026-03-29
1774795137508,274109,80,1,bg-blue-500/80,2026-03-29
1774795177875,273848,80,1,bg-blue-500/80,2026-03-29
1774795244894,241416,80,1,bg-blue-500/80,2026-03-29
1774795332259,250251,100,1,bg-blue-500/80,2026-03-29
1774795346599,284578,110,1,bg-black/70,2026-03-29
1774795484959,319754,80,1,bg-black/70,2026-03-29
1774795540082,235751,80,1,bg-black/70,2026-03-29
1774795578147,460335,80,1,bg-black/70,2026-03-29
1774795594688,177451368274858,50,1,bg-black/70,2026-03-29
1774807330484,407755,80,1,bg-black/70,2026-03-29
1774807337731,463420,80,1,bg-black/70,2026-03-29
1774807349182,467715,80,1,bg-black/70,2026-03-29
1774807404703,467742,80,1,bg-black/70,2026-03-29
1774807411427,467721,80,1,bg-black/70,2026-03-29
1774807433878,467758,80,1,bg-black/70,2026-03-29
1774807519400,468122,80,1,bg-black/70,2026-03-29
1774807525567,269853,80,1,bg-black/70,2026-03-29
1774807535330,522375,80,1,bg-black/70,2026-03-29
1774807599463,467338,80,1,bg-black/70,2026-03-29
1774807604503,467340,80,1,bg-black/70,2026-03-29
1774807609951,177445480620218,80,1,bg-black/70,2026-03-29
1774807631483,484426,80,1,bg-black/70,2026-03-29
1774807695602,484436,80,1,bg-black/70,2026-03-29
1774807717833,497096,80,1,bg-black/70,2026-03-29
1774807725349,448252,80,1,bg-black/70,2026-03-29
1774807744218,286888,80,1,bg-blue-500/80,2026-03-29
1774807769396,514048,120,1,bg-black/70,2026-03-29
1774807805871,457010,80,1,bg-black/70,2026-03-29
1774807812110,467811,80,1,bg-black/70,2026-03-29
1774807881485,467817,80,1,bg-black/70,2026-03-29
1774807900151,439509,80,1,bg-black/70,2026-03-29
1774807913821,401130,100,1,bg-blue-500/80,2026-03-29
1774807984537,439379,80,1,bg-black/70,2026-03-29
1774807998301,431399,80,1,bg-black/70,2026-03-29
1774808006469,434311,80,1,bg-black/70,2026-03-29
1774808014699,434297,90,1,bg-black/70,2026-03-29
1774808022327,434180,80,1,bg-black/70,2026-03-29
1774808033570,434025,80,1,bg-black/70,2026-03-29
1774808038326,433584,80,1,bg-black/70,2026-03-29
1774808098317,478777,80,1,bg-black/70,2026-03-29
1774808110452,274112,90,1,bg-blue-500/80,2026-03-29
1774808120584,274145,80,1,bg-black/70,2026-03-29
1774808134154,274157,80,1,bg-red-500/80,2026-03-29
1774808142352,274103,80,1,bg-blue-500/80,2026-03-29
1774808155043,268967,80,1,bg-black/70,2026-03-29
1774808165745,223860,80,1,bg-blue-500/80,2026-03-29
1774808170604,223888,80,1,bg-blue-500/80,2026-03-29
1774808178794,232896,80,1,bg-blue-500/80,2026-03-29
1774808183931,232902,80,1,bg-red-500/80,2026-03-29
1774808194700,260697,80,1,bg-black/70,2026-03-29
1774808202653,289334,80,1,bg-blue-500/80,2026-03-29
1774808216827,284223,80,1,bg-black/70,2026-03-29
1774808223150,283152,80,1,bg-black/70,2026-03-29
1774808228891,293017,80,1,bg-black/70,2026-03-29
1774808233163,293027,120,1,bg-red-500/80,2026-03-29
1774808240367,319748,80,1,bg-blue-500/80,2026-03-29
1774808246198,326232,80,1,bg-black/70,2026-03-29
1774808251401,332868,80,1,bg-blue-500/80,2026-03-29
1774808255437,332878,80,1,bg-blue-500/80,2026-03-29
1774808260746,363725,80,1,bg-black/70,2026-03-29
1774808268519,363733,90,1,bg-blue-500/80,2026-03-29
1774808298780,232477,80,1,bg-black/70,2026-03-29
1774808311400,429026,80,1,bg-black/70,2026-03-29
1774808318002,429038,80,1,bg-black/70,2026-03-29
1774808325012,428595,80,1,bg-blue-500/80,2026-03-29
1774808332135,428601,90,1,bg-red-500/80,2026-03-29
1774808339228,510871,80,1,bg-black/70,2026-03-29
1774808344801,511351,80,1,bg-blue-500/80,2026-03-29
1774808351835,511441,80,1,bg-black/70,2026-03-29
1775365829314,287048,50,1,bg-black/70,2026-04-05
1775365847491,287053,40,1,bg-black/70,2026-04-05
1775365883172,287060,40,1,bg-black/70,2026-04-05
1775366081276,428629,40,1,bg-black/70,2026-04-05